NOME,CNPJ,END.,SITE,SEG,FOMATO,TFIXO,RESPON,EMAIL,NCM1,NCM2,MOTIVO,IMPORT,IMPORTK,PAISES,CARGO
TRISOFT TEXTIL LTDA,55.895.544/0001-50,"AV. PROF. VERNON KRIEBLE, 455 - ITAQUI, ITAPEVI - SP, 06696-070",paula.leme@trisoft.com.br,Textiles & Leather Products,Manufacturing,551141437900 , PAULA LEME,paula.leme@trisoft.com.br,470690,,,,,,
DCOR INTERNACIONAL DECORACAO LTDA.,11.321.961/0001-14,"RUA BANDEIRANTES, 456 A BOM RETIRO SAO PAULO - SP 01124-010",jorge@dcorinternacional.com.br,Furniture & Home Decor,Distribuidor,551132290520 ,JORGE CHAE,jorge@dcorinternacional.com.br,391810,,,,,,
NELSON IMPORTACAO E EXPORTACAO LTDA,00.778.840/0001-80,RUA JOÃO BAUER 384 - EDIFÍCIO FLOR DE LIZ BRUSQUE - SC - BRASIL - CEP 88350-100,francine@nelimport.com.br,Health & Medical devices,Distribuidor,554733512265 , FRANCINE KRIEGER,francine@nelimport.com.br,401519,,,,,,
NUTRIEX IMPORTACAO E EXPORTACAO DE PRODUTOS NUTRICIONAIS E FARMOQUIMICOS LTDA.,06.172.459/0001-59,"R PADRE JOÃO MANUEL, 235 - CERQUEIRA CÉSAR",dilson.nascimento@nutriex.com.br,Health & Medical devices,Distribuidor,5562996870069 ,DILSON NASCIMENTO,dilson.nascimento@nutriex.com.br,621600,,,,,,
T.P. NOGUEIRA - EPP,10.584.715/0001-92,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 2937, SAO PAULO - SP",comercial@veritasbio.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551123381016 ,PAULINO ,comercial@veritasbio.com.br,382200,,,,,,
VIRTUS TRADING E CONSULTORIA EM GESTAO EMPRESARIAL LTDA.,15.564.167/0001-52,"RUA DO BOM JESUS, 183, 1º ANDAR, RECIFE ANTIGO - RECIFE - PE - BRASIL CEP: 50.030-170",aeldir@virtustrading.com.br,Chemicals & Pharmaceuticals  ,Distribuidor,5581999831917 ,AELDIR ALBUQUERQUE,aeldir@virtustrading.com.br,391810,,,,,,
BRUNO LIMA SOCIEDADE INDIVIDUAL DE ADVOCACIA,25.165.844/0001-13,"AVENIDA BARAO DO RIO BRANCO, 1871 SALA 2105 -36013-020 CENTRO - JUIZ DE FORA \| MG -",geral@bladvocacia.adv.br,Textiles & Leather Products,Distribuidor,553232322338 ,MATHEUS LINS MACHADO,geral@bladvocacia.adv.br,520513,,,,,,
ELO TECNICO COMERCIO E REPRESENTACAO ELETRICA LTDA,03.677.066/0001-09,"AV. IVAÍ, 941 - DOM BOSCO, BELO HORIZONTE - MG,  CEP - 30850-000",vendas13@elotecnico.com.br,"Electronics, Computers & Telecommunication",Distribuidor,553125158121 ,PEDRO CAMPOS,vendas13@elotecnico.com.br,853521,,,,,,
MASTERVAC INDUSTRIA E COMERCIO DE MAQUINAS EIRELI,06.981.355/0001-95,"RUA JULIA SANTOS PAIVA RIO, 156, VILA SANTANA, SÃO PAULO, SP, ZC 04679-000",flavio@mastervac.com.br,Machinery & Heavy equipment,Distribuidor,551156311567 ,FLAVIO GARCIA,flavio@mastervac.com.br,843840,,,,,,
TECIDOS BRUNO LIMA SOCIEDADE INDIVIDUAL DE ADVOCACIA,07.409.167/0001-50,"RUA COELHO NETO, 699 - CAMPOS ELÍSEOS RIBEIRÃO PRETO - SP \| CEP: 14085-710",robson@jefferson.ind.br,Machinery & Heavy equipment,Distribuidor,551636225744 ,ROBSON EGITO,robson@jefferson.ind.br,848120,,,,,,
ATAL ATACADO DE PRODUTOS AUTOMOTIVOS IMPORTACAO E COMERCIO EIRELI,07.655.411/0001-64,"AVENIDA MANOEL JOSE DE ARRUDA, 3222, JARDIM EUROPA, CUIABA - MT",atendimento@atalpecas.com.br,Automobiles & Vehicles,Distribuidor,556530255550 , DIVANETE LIMA DE CASTRO,atendimento@atalpecas.com.br,841430,,,,,,
"COREMAL COMERCIO, DISTRIBUICAO, FABRICACAO E REPRESENTACOES DE PRODUTOS QUIMICOS EIRELI ",10.793.008/0001-06,AV DA RECUPERACAO - NÚMERO: 2500 - COMPLEMENTO: GALPAO 0001 - BAIRRO: CORREGO DO JENIPAPO - MUNICÍPIO: RECIFE - UF: PE - CEP: 52.091-530,diogo.meirelles@coremal.com.br,Chemicals & Pharmaceuticals  ,Distribuidor,551146158100 ,DIOGO LUIZ,diogo.meirelles@coremal.com.br,290949,,,,,,
ESPECIALISTA FARMA COMERCIO DE MEDICAMENTOS EIRELI,20.696.839/0003-85,RUA DOUTOR QUIRINO 1562 ANDAR 2 SALA 21 CENTRO CAMPINAS SP 13015-080,lg@espfarma.com.br,Beauty & Living Ware,Distribuidor,5519981423337 ,LUIS GUSTAVO,lg@espfarma.com.br,300490,,,,,,
O. V. D. IMPORTADORA E DISTRIBUIDORA LTDA,76.635.689/0013-26,"AV MARIA ELIAS LISBOA SANTOS S/N, QUADRA16, LOTE 02, PARQUE INDUSTRIAL APARECIDA, APARECIDA DE GOIANIA, GO",victor.ribeiro@vonder.com.br,Metals & Rubber & Plastic Products,Distribuidor,554121012576 ,VICTOR RIBEIRO,victor.ribeiro@vonder.com.br,820600,,,,,,
POLINK INDUSTRIA QUIMICA LTDA,01.140.700/0001-44,EST MUNICIPAL GPI 445 - NÚMERO: SN - BAIRRO: ZONA RURAL - MUNICÍPIO: GUAPIACU - UF: SP,ppolink03@terra.com.br,Chemicals & Pharmaceuticals  ,Distribuidor,552126791772 ,NORBERTO REHFELDT,ppolink03@terra.com.br,390720,,,,,,
RADIOMED COMÉRCIO E IMPORTAÇÃO LTDA.,71.785.687/0001-66,"ALAMEDA LORENA, 1304 - JARDIM PAULISTA, SÃO PAULO - SP, 01424-004",thais.canhadas@radiomed.med.br,Beauty & Living Ware,Distribuidor,5511984559540 , THAIS CANHADAS,thais.canhadas@radiomed.med.br,390770,,,,,,
SC MEDICAL COMERCIO E SERVICO EIRELI,12.246.862/0001-88,ANNE FRANK 3125 BOQUEIRAO CURITIBA PR 81650-020,marketing@scmedical.net.br,Health & Medical devices,Distribuidor,554199064268 , ANDREA ,marketing@scmedical.net.br,901890,,,,,,
SIRENA COMERCIAL LTDA,40.788.291/0001-49,AVENIDA SILVIO PEDROZA 27 CEP 59.014-100 AREIA PRETA NATAL RN,thiago@bravogroup.com.br,Beauty & Living Ware,Distribuidor,5541999573074 ,THIAGO PASCHOTTO,thiago@bravogroup.com.br,330590,,,,,,
A.M.S. COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EIRELI,36.786.365/0002-11,EGON MULLER 107 SALA 02 BOX 55 RESSACADA ITAJAÍ SC 88307-322,importer@ecomexbrasil.com.br,Furniture & Home Decor,Distribuidor,5551981386858 ,BRUNO RAUCH,importer@ecomexbrasil.com.br,391810,,,,,,
COMPANHIA INTERNACIONAL DE LOGISTICA S.A.,04.883.352/0001-93,"AVENIDA ADVOGADO HORÁCIO RACCANELLO FILHO , 5589 \| 1ST FLOOR, NOVO CENTRO - CEP 87020-035 - MARINGÁ / PARANÁ",celso.uemoto@integra.agr.br,Furniture & Home Decor,Distribuidor,5544988248140 ,CELSO UEMOTO,celso.uemoto@integra.agr.br,821192,,,,,,
JAB AMERICA IMP E EXP LTDA,08.662.059/0001-23,"RUA AMARO ALVES ALVIM, 59 - JARDIM MARAJOARASÃO PAULO - SP, 04663-090",kimricardo@yahoo.com.br,Health & Medical devices,Distribuidor,5511989442112 ,RICARDO KIM,kimricardo@yahoo.com.br,901890,,,,,,
"TRADAL BRAZIL COMERCIO, IMPORTACOES E EXPORTACOES LTDA",68.310.408/0001-01,"R ARTHEMIO DIONIZIO DA COSTA, 98 - JANDIRA - SÃO PAULO - CEP 06612-280",jhonatan@tradalbrazil.com.br,Food and Drinks,Distribuidor,551136484848 ,JHONATAN SANTOS,jhonatan@tradalbrazil.com.br,210390,,,,,,
EW BELEZA ARTE E SAUDE LTDA,17.006.508/0001-08.,"RUA BOM PASTOR, 2100 - SALAS 209 E 210 - IPIRANGA, SÃO PAULO - SP ",elias@ewcosmeticos.com.br,Beauty & Living Ware,Distribuidor,551120612424 , ELIAS ,elias@ewcosmeticos.com.br,330420,,,,,,
AIDC TECNOLOGIA LTDA,07.500.596/0001-38,"ROD. POÇOS DE CALDAS, 148 - AVENIDA, ITAJUBÁ - MG",mauricio.cervenka@primeinterway.com.br,"Electronics, Computers & Telecommunication",Distribuidor,5511976327153 ,MAURICIO CERVENKA,mauricio.cervenka@primeinterway.com.br,844332,,,,,,
BOGOSIAN INDUSTRIA E COMERCIO EIRELI,21.819.881/0001-47,"RUA JAVAES, 136 BOM RETIRO - SÃO PAULO-SP CEP: 01130-010",jlizak@uol.com.br,Textiles & Leather Products,Distribuidor,551130821479 ,FABIO ,jlizak@uol.com.br,630900,,,,,,
DECO-FIX COMERCIO IMPORTACAO E EXPORTACAO LTDA,12.837.751/0001-46,"RUA BALTICO, 151 CONJ 102 JARDIM DO MAR SAO BERNARDO DO CAMPO - SP 09750-490",alenemov@outlook.com,Chemicals & Pharmaceuticals  ,Distribuidor,551143672211 ,ALEXANDRE JOSE DE LIMA,alenemov@outlook.com,590500,,,,,,
J R CORREA & CIA LTDA,32.720.900/0001-08,RUA DR RIBEIRO 28 CENTRO BARRA DO QUARAI -RS,emporiodutyfree@outlook.com,Food and Drinks,Distribuidor,5555998414492 ,JOAO FRANCISCO FIGUEROA,emporiodutyfree@outlook.com,240220,,,,,,
KINGDOM IMPORT EXPORT LTDA,96.313.796/0001-01,"R. LUIZ JOSE DUARTE, 775, CEP 13170-020, SUMARE, SP",ana@kingdom.com.br,Metals & Rubber & Plastic Products,Distribuidor,551938733900 , ANA BEATRIZ M ABDO,ana@kingdom.com.br,721090,,,,,,
MMG SOLUCOES EM METROLOGIA EIRELI,12.472.941/0001-07,"RUA CAVIÚNA, 170 – HORTO, IPATINGA/MG",comercial06@metrominas.com.br,Metals & Rubber & Plastic Products,Distribuidor,551146898686 ,IVAN MADEIRA,comercial06@metrominas.com.br,853190,,,,,,
ROGACIANO COMERCIO E SERVICOS INTERNACIONAIS EIRELI,27.957.755/0001-35,"R. ZILDA, 39 - 2 - CASA VERDE ALTASÃO PAULO - SP, 02545-000",comercial@rogacianocomex.com,Automobiles & Vehicles,Distribuidor,551142660270 ,ALEX SANDRO RODRIGUES,comercial@rogacianocomex.com,681381,,,,,,
TRACEVIA - SISTEMAS DE TELEMATICA RODOVIARIA LTDA,13.475.098/0003-47,"RUA GONÇALVES DIAS, 2.316, ZC 30140-092, BELO HORIZONTE/MG",nuno.oliveira@tracevia.com.br,"Electronics, Computers & Telecommunication",Manufacturing,553135167922 ,NUNO OLIVEIRA,nuno.oliveira@tracevia.com.br,853080,,,,,,
UNIONCARE IMPORTADORA E DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA,32.171.483/0001-83,"RUA PARANA, 107 SALA 13 GALPAOG1 - SANTANA DE PARNAIBA SP",ailtonj@aimara.com.br,Health & Medical devices,Distribuidor,5519981116484 ,AILTON MARQUES,ailtonj@aimara.com.br,300215,,,,,,
VINER BRASIL TECNOLOGIA LTDA,06.234.464/0001-49,"RUA DO BOSQUE,364,BARRA FUNDA , SÃO PAULO -SP, BRASIL",agoldchleger@vbtec.com.br,Metals & Rubber & Plastic Products,Manufacturing,5511976459700 ,ANDREI ,agoldchleger@vbtec.com.br,740710,,,,,,
BAI CONSULTORIA EMPRESARIAL LTDA,39.662.536/0001-08,"R. SAPUCAIA, 326 - BELENZINHOSÃO PAULO - SP, 03170-050",jonathan.bai@hotmail.com,Beauty & Living Ware,Distribuidor,5511955982563 ,JONATHAN SUN HO BAI,jonathan.bai@hotmail.com,900410,,,,,,
COPERMED COMERCIAL IMPORTADORA LTDA,09.029.404/0001-82,LOGRADOURO: R DOUTOR MURILO CARVALHO COUTINHO NÚMERO: 90 BAIRRO: FATIMA III MUNICÍPIO: POUSO ALEGRE UF: MG - CEP: 37.555-017 ,leticia.nunes@copermed.com,Health & Medical devices,Distribuidor,5535984561396 , LETICIA ,leticia.nunes@copermed.com,330499,,,,,,
FORT DISTRIBUIDORA DE AUTOPECAS LTDA,08.826.385/0002-33,"RODOVIA ANTONIO HEIL, 1001",fortautopeca@gmail.com,Chemicals & Pharmaceuticals  ,Distribuidor,5511940161680 ,ROBSON AUGUSTO,fortautopeca@gmail.com,390110,,,,,,
K.F. INDUSTRIA E COMERCIO DE PECAS EIRELI,57.912.255/0001-48,"ESTRADA DO BONSUCESSO, 2500 - ITAQUAQUECETUBA, SÃO PAULO",marcio.luciano@kfestamparia.com.br,Machinery & Heavy equipment,Distribuidor,5511996200708 ,MARCIO LUCIANO,marcio.luciano@kfestamparia.com.br,820730,,,,,,
LABORATORIO DE MANIPULACAO BIOMETIL LTDA,07.783.875/0001-56,LOGRADOURO: R JOAO MALINOWSKY NÚMERO: 386 BAIRRO: BRASILIA MUNICÍPIO: SAO BENTO DO SUL UF: SC - CEP: 89.282-560,robison@biometikal.com,Health & Medical devices,Manufacturing,5547984399996 ,ROBISON ,robison@biometikal.com,330499,,,,,,
PRENSA JUNDIAÍ S.A,50.925.890/0001-10,"ROD. EDGARD MÁXIMO ZAMBOTTO, KM 55 - Nº 5500 - CHÁCARA LAGOA BRANCA, CAMPO LIMPO PAULISTA - SP, 13231-700",rogerio.souza@prensajundiai.com.br,Automobiles & Vehicles,Manufacturing,5511996696279 ,ROGERIO SOUZA,rogerio.souza@prensajundiai.com.br,850152,,,,,,
RDM INDÚSTRIA E ENGENHARIA DE SISTEMAS CONTRA INCÊNDIO LTDA,05.564.292/0001-09,"R. FREDERICO PÓLO, 497 - VILA MASSUCHETOAMERICANA - SP, 13465-580",oduvaldo.banhara@rdm.ind.br,"Electronics, Computers & Telecommunication",Manufacturing,5511999587118 ,ODUVALDO BANHARA ENG,oduvaldo.banhara@rdm.ind.br,902710,,,,,,
HURTZ REPRESENTACAO COMERCIO IMPORTACAO E EXPORTACAO DE INSTRUMENTOS HOSPITALARES LTDA,11.800.095/0001-44,R SENADOR SOARES MEIRELES - NÚMERO: 102 - BAIRRO: CASA AMARELA - MUNICÍPIO: RECIFE - UF: PE - CEP: 52.070-360,liberato@hurtz.com.br,Health & Medical devices,Distribuidor,558130390039 ,RODRIGO LIBERATO,liberato@hurtz.com.br,902129,,,,,,
JLA COMERCIO E DISTRIBUICAO LTDA,05.884.885/0001-52,ROD SC 493 - NÚMERO: S/N - COMPLEMENTO: ACESSO SAO JOAO OEST - BAIRRO: INTERIOR - MUNICÍPIO: SAO JOAO DO OESTE - UF: SC - CEP: 89.897-000,atacado_jla@yahoo.com.br,Health & Medical devices,Distribuidor,5511996758817 ,JUNIOR TEDESCO,atacado_jla@yahoo.com.br,902129,,,,,,
MAHALO COMERCIO DE ARTIGOS ELETRONICOS LTDA,34.164.008/0001-05,RUA AUGUSTO FORMIGHIERI - NÚMERO: 154 -  COMPLEMENTO: APT 202 BAIRRO: JARDIM SANTA MARIA MUNICÍPIO: TOLEDO UF: PR - CEP: 85.903-150,feiramahalo.leticia@gmail.com,Others,Distribuidor,5511985991486 , LETICIA BIANCHINNI,feiramahalo.leticia@gmail.com,392690,,,,,,
TERRAW EMBALAGENS - FEITO DE PLANTA COMERCIO DE EMBALAGENS LTDA,35.634.469/0001-67,"SERVIDÃO MANOEL JOÃO PIRES, 35/03 - FLORIANÓPOLIS-SC",ricardocarvalho2210@gmail.com,Office & School Supplies,Distribuidor,5548988324867 ,RICARDO CARVALHO,ricardocarvalho2210@gmail.com,481990,,,,,,
FABULOUS - COSMETICOS EIRELI,31.388.753/0001-40,"R FERNANDES SILVA, 296 LOJA 36 CEP: 03005-010 SÃO PAULO",recepcao@rubyrose.com.br,Health & Medical devices,Distribuidor,5511941449744 , LARISSA MARTINS,recepcao@rubyrose.com.br,300290,,,,,,
SLC CONSULTORIA EMPRESARIAL FARMACEUTICA LTDA,13.800.021/0001-33,"R. JOSE FLORIANO DE TOLEDO, 147, SANTO AMARO, SAO PAULO, SP",lucheong@hotmail.com,Health & Medical devices,Distribuidor,5511944617970 ,LUIS CHEONG,lucheong@hotmail.com,300490,,,,,,
ARCINCO INDUSTRIAL LTDA,67.114.389/0001-77,"RUA ONEDA, 935 - PLANALTO - CEP 09895-280 - SÃO BERNARDO DO CAMPO - SP - BRASIL",joyce@arcinco.com.br,Machinery & Heavy equipment,Manufacturing,551134638855 , JOYCE MOTA,joyce@arcinco.com.br,841480,,,,,,
EUGENIO OLIVEIRA MARQUES,34.065.637/0001-88,"R. COSTA BARROS, 2200 - SÍTIO PINHEIRINHOSÃO PAULO - SP, 03210-001",eugenio1071@gmail.com,Automobiles & Vehicles,Distribuidor,5511947723924 ,EUGENIO OLIVEIRA MARQUES,eugenio1071@gmail.com,392190,,,,,,
GROVA PARTICIPACOES E COMERCIO LTDA,24.171.132/0001-44,"PRACA RESTIER GONCALVES, 01000 - APT 101 BLC 2 - RECREIO DOS BANDEIRANTES - RIO DE JANEIRO - RIO DE JANEIRO",comercial@grova.com.br,Furniture & Home Decor,Distribuidor,5521990846939 , CARLA DIAZ,comercial@grova.com.br,950300,,,,,,
PLAST SUTURE DO BRASIL INDUSTRIA COMERCIO E REPRESENTACAO DE FIOS CIRURGICOS EIRELI,05.937.544/0001-06,"R. CÉSAR FONSECA, 31 - PAPICUFORTALEZA - CE, 60176-110",plastsuture@plastsuture.com.br,Health & Medical devices,Distribuidor,5585981141098 , SIRLEY BASTOS,plastsuture@plastsuture.com.br,901832,,,,,,
PORCEBRAS REVESTIMENTOS LTDA,01.959.122/0001-72,"AV. SETE DE SETEMBRO, 5739 - BATELCURITIBA - PR, 80250-205",fernando@porcebras.com,Furniture & Home Decor,Manufacturing,554133921500 ,FERNANDO ,fernando@porcebras.com,392590,,,,,,
TECHINCAL TRADE SOLUTIONS LTDA,15.248.007/0001-02,"R. MARQUÊS DE ABRANTES, 118 - FLAMENGORIO DE JANEIRO - RJ, 22230-060",ROGER@TTSLTDA.COM.BR,"Electronics, Computers & Telecommunication",Distribuidor,5521987660229 ,ROGER DASILVA,ROGER@TTSLTDA.COM.BR,853690,,,,,,
CAMBUCI S/A,61.088.894/0008-84,"AV. GETÚLIO VARGAS, 930 , MARMELEIRO, SAO ROQUE, SP",aline.moraes@cambuci.com.br,Metals & Rubber & Plastic Products,Manufacturing,551147139500 , ALINE SILVEIRA,aline.moraes@cambuci.com.br,392190,,,,,,
CORTEXA SOLUCOES EM CORTE AUTOMATICO LTDA,30.811.836/0001-37,"R BENTO GONCALVES, 4271 NOVO HAMBURGO-RS",vendas@cortexa.com.br,Machinery & Heavy equipment,Manufacturing,5551981424008 ,ALEXANDRE OLIVEIRA,vendas@cortexa.com.br,842489,,,,,,
NELIDA DO BRASIL COMERCIO E IMPORTACAO LTDA,01.402.063/0001-37,"R DA ALFANDEGA, 200 LOJA 4 BRÁS - SÃO PAULO-SP",recepcao@rubyrose.com.br,Health & Medical devices,Distribuidor,5511941449744 , LARISSA MARTINS,recepcao@rubyrose.com.br,300290,,,,,,
"NEOLIDER COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE AÇOS EIRELI",07.801.105/0001-99,"ESTRADA FUKUTARO YIDA, N° 1051 – BAIRRO COOPERATIVA  SÃO BERNARDO DO CAMPO - SP CEP 09852-060 - BRAZIL",cida.nobrega@neolider.net.br,Chemicals & Pharmaceuticals  ,Distribuidor,551143936000 , CIDA NOBREGA,cida.nobrega@neolider.net.br,730511,,,,,,
WANKE S/A,84.228.105/0001-92,"RODOVIA BR 470, 2800 - 89083-270 - JOÃO PAULO II - INDAIAL/SC",alexandre@wanke.com.br,Machinery & Heavy equipment,Manufacturing,554733012511 ,ALEXANDRE CARDOSO,alexandre@wanke.com.br,850140,,,,,,
4HANDS DISTRIBUIDORA E IMPORTADORA DE PRODUTOS MEDICOS LTDA,36.982.255/0001-44,RUA PARANA 107 SALA 24 CHACARA DO SOLAR I (FAZENDINHA) SANTANA DE PARNAÍBA SP 06530-025,joao@nardo.bio.br,Health & Medical devices,Distribuidor,5511991931336 ,JOAO NARDO,joao@nardo.bio.br,300610,,,,,,
MICROLAB COMERCIO DE IMPORTAÇÃO DE MATERIAL PARA AREA DA SAUDE,79.578.571/0001-68,"CONDOMÍNIO EDIFÍCIO CASTRO ALVESR. LAMENHA LINS, 951 - CENTRO, CURITIBA - PR, 80220-080",jose.gusso@hotmail.com,Health & Medical devices,Distribuidor,5541999169654 ,JOSE GUSSO,jose.gusso@hotmail.com,902790,,,,,,
MIRIAN DOR DISTRIBUIDORA DE COSMETICOS LTDA,04.983.205/0001-95,AVENIDA MARGINAL RITA DE AGUIRRE MONTEIRO 1230 JARDIM DO LAGO PENÁPOLIS SP 16300-001,miriane.pulzato@gmail.com,Health & Medical devices,Distribuidor,551836510579 , MIRIANE PULZATO,miriane.pulzato@gmail.com,330499,,,,,,
"TRUST AUTO PECAS COMERCIO, IMPORTACAO E EXPORTACAO LTD",03.654.243/0001-31,"AVENIDA BARAO HOMEM DE MELO, 1833 SANTA SOFIA BELO HORIZONTE - MG",joaopaulo@rajapecas.com.br,Automobiles & Vehicles,Distribuidor,553121123131 ,GLEICK GONTIJO DE SOUSA,joaopaulo@rajapecas.com.br,870830,,,,,,
BOLD PARTICIPACOES S.A.,04.626.152/0001-55,"RUA MANOEL FRANCISCO DA COSTA, 4500 - JOAO PESSOA - JARAGUA DO SUL/SC - CEP 89257-407",milani@bold.net,Chemicals & Pharmaceuticals  ,Distribuidor,554732746523 ,FABIANO MILANI MILANI,milani@bold.net,291614,,,,,,
FECHADURAS MALDONADO EIRELI,19.825.263/0001-68,"R JOAO CRISPINIANO SOARES, 01 - CASA 4 - PARQUE BOA ESPERANÇA - SÃO PAULO/SP - CEP: 08341-010",luciano@fechadurasmaldonado.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551126195818 ,LUCIANO ,luciano@fechadurasmaldonado.com.br,830140,,,,,,
KONIMAGEM COMERCIAL LTDA,58.598.368/0001-83,"R. MARIA CASALI BUENO, 57 - MANDAQUI, SÃO PAULO - SP, 02408-050",compras@konimagem.com.br,Health & Medical devices,Distribuidor,551129501971 ,EDSON ,compras@konimagem.com.br,902214,,,,,,
MORI ENERGIA HOLDING S.A,29.183.782/0001-23,"AV. BRG. FARIA LIMA, 2277 - CJ. 301 - JARDIM PAULISTANO, SÃO PAULO - SP, 01452-000",bruno.shiraga@morigd.com.br,"Electronics, Computers & Telecommunication",Distribuidor,5511979786868 ,BRUNO SHIRAGA SHIRAGA,bruno.shiraga@morigd.com.br,854140,,,,,,
VILLATRADE COMERCIO IMPORTACAO E EXPORTACAO LTDA,02.083.617/0001-43,"R. GOIANDIRA, 137 - VILA GUILHERMINASÃO PAULO - SP, 03545-050",beatriz@wbtrade.com.br,Furniture & Home Decor,Distribuidor,5511992407472 , BEATRIZ ,beatriz@wbtrade.com.br,842240,,,,,,
FERMINO REPRESENTACOES COMERCIAIS LTDA,05.493.667/0001-97,"R. BENIGNO RIBEIRO, 313 CAMPINAS, SP ",flrepresentacoes@terra.com.br,Health & Medical devices,Distribuidor,551932720359 ,FERMINO LUIS CANTEIRO,flrepresentacoes@terra.com.br,300610,,,,,,
GAJA-TEC SOLUÇÕES VEICULARES,31.159.124/0001-48.,"RUA TRÊS RIOS, 238 - BOM RETIRO, SÃO PAULO - SP, 01121-000",contato@gaja-tec.com,Automobiles & Vehicles,Distribuidor,5511975748181 ,LUIS KIM,contato@gaja-tec.com,903289,,,,,,
VIA VAREJO S.A,33.041.260/0652-90,"R SAMUEL KLEIN 83, CENTRO, SAO CAETANO DO SUL, SP",tatiana.frederico@viavarejo.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551142256555 , TATIANA ,tatiana.frederico@viavarejo.com.br,841510,,,,,,
CFZ IMPORTACAO E COMERCIO EIRELI,11.101.325/0001-87,"R. ARACI VAZ CALLADO 433, LOJA 7, FLORIANÓPOLIS/SC, CEP 88070-750",contato@aresaude.com.br,Machinery & Heavy equipment,Distribuidor,554830255002 ,ANDRE HAHN,contato@aresaude.com.br,850870,,,,,,
HOSPILINE COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICO-HOSPITALARES LTDA,07.424.092/0001-86,"ALAMEDA SAO CAETANO, 713 BARCELONA SAO CAETANO DO SUL - SP 09560-050",hospiline@hospiline.com.br,Health & Medical devices,Manufacturing,551142260666 ,DANIEL STEDILE,hospiline@hospiline.com.br,901819,,,,,,
MSS IMPORTACAO E EXPORTACAO LTDA,20.769.454/0001-39,"RUA GUSTAVO FRIEDEMANN,60, VILA LALAU,JARAGUÁ DO SUL – SC",silvyo@mssdistribuidora.com,Furniture & Home Decor,Distribuidor,5547996082166 ,SILVYO MODENESE,silvyo@mssdistribuidora.com,391810,,,,,,
RV INDÚSTRIA METALÚRGICA LTDA,04.088.474/0001-98,"RUA NOSSA SENHORA APARECIDA, S/N GALPÃO - JARDIM ELDORADO - PALHOÇA/SC - CEP: 88133-400",vsantos@catacompany.com,"Electronics, Computers & Telecommunication",Distribuidor,5548984119029 ,VICTOR SANTOS,vsantos@catacompany.com,847290,,,,,,
BELEZA COREANA IMPORTACAO E COMERCIO DE COSMETICOS EIRELI,35.601.383/0001-38,"QUADRA 205, 1, SALA 207, SUL (AGUAS CLARAS)BRASILIA, DF",contato@belezacoreana.com.br,Beauty & Living Ware,Distribuidor,5561999030077 , LILIAN GODIM,contato@belezacoreana.com.br,300290,,,,,,
ABAFIRE COMERCIO E SERVICOS - EIRELI,10.625.409/0001-57,"RUA ITAQUERI, 1332 – MOOCA SÃO PAULO – SP CEP: 03178-001",abafire@abafire.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551149337161 ,ORLANDO ,abafire@abafire.com.br,902750,,,,,,
ASELCO INDÚSTRIA COMÉRCIO IMPORTAÇÃO EXPORTAÇÃO,09.038.088/0001-05,"RUA DOUTOR RUBENS MEIRELES, 305 - BARRA FUNDA - ZC 01141-000, SÃO PAULO, SP",miguel@aselco.com.br,"Electronics, Computers & Telecommunication",Distribuidor,551130173131 ,MIGUEL D'AVILLA,miguel@aselco.com.br,902710,,,,,,
CAFE CACIQUE - COMPANHIA CACIQUE DE CAFE SOLUVEL LTDA,78.588.415/0001-15,"RUA HORACIO SABINO COIMBRA, 100 LONDRINA, PR 86072-900",edycarlos@cacique.com.br,Metals & Rubber & Plastic Products,Distribuidor,554340096174 ,EDY CARLOS,edycarlos@cacique.com.br,701090,,,,,,
SOUTH SERVICE TRADING SA,93.101.632/0001-22,"RODOVIA BR 101, 3136,ARMZ 2 PISO SALA 04,SALSEIROS,ITAJAI - SC. CEP:88311-601",contabilidade@grupoexicon.com.br,Furniture & Home Decor,Distribuidor,555133935239 ,GUSTAVO ,contabilidade@grupoexicon.com.br,391810,,,,,,
TECHSCAN DISTRIBUIDORA DE PRODUTOS DE ELETRONICA EIRELI,06.083.148/0001-13,"VIELA DOUTOR ZOILO DE TOLOSA, 13, SL 02, SANTOS/SP",marcio@techscan.com.br,Health & Medical devices,Distribuidor,551330252820 ,MARCIO AZEVEDO,marcio@techscan.com.br,902290,,,,,,
INTERFRAZAO INTERMEDIACAO DE NEGOCIOS & CONSULTORIA EM GESTAO EMPRESARIAL LTDA,25.238.588/0001-47,"RUA AFONSO PENA, 161 - SALA 16 - CENTRO - PORTO VELHO | RO - 76801-080",ivanilda@interfrazao.com.br,"Electronics, Computers & Telecommunication",Distribuidor,5569992318033 , IVANILDA FRAZÃO,ivanilda@interfrazao.com.br,841290,,,,,,
